county_fips,state_name,state_abbreviation,county_name,population_year,population,county_pop_lat,county_pop_lon
45035,South Carolina,SC,Dorchester County,2020,165737,32.995956,-80.21275
45037,South Carolina,SC,Edgefield County,2020,27120,33.713075,-81.922981
45039,South Carolina,SC,Fairfield County,2020,22059,34.361228,-81.069313
45041,South Carolina,SC,Florence County,2020,137588,34.106059,-79.764748
45043,South Carolina,SC,Georgetown County,2020,63353,33.457552,-79.250888
45045,South Carolina,SC,Greenville County,2020,532486,34.844651,-82.331282
45047,South Carolina,SC,Greenwood County,2020,71074,34.205173,-82.147925
45049,South Carolina,SC,Hampton County,2020,18053,32.801593,-81.116412
45051,South Carolina,SC,Horry County,2020,365449,33.780228,-78.937604
45053,South Carolina,SC,Jasper County,2020,31588,32.407324,-81.002154
45055,South Carolina,SC,Kershaw County,2020,67472,34.257248,-80.650786
45057,South Carolina,SC,Lancaster County,2020,100926,34.804761,-80.771969
45059,South Carolina,SC,Laurens County,2020,67883,34.509527,-82.032086
45061,South Carolina,SC,Lee County,2020,16701,34.183584,-80.266884
45063,South Carolina,SC,Lexington County,2020,303946,33.962228,-81.218974
45065,South Carolina,SC,McCormick County,2020,9430,33.879297,-82.297805
45067,South Carolina,SC,Marion County,2020,30158,34.166085,-79.340464
45069,South Carolina,SC,Marlboro County,2020,25581,34.637959,-79.671686
45071,South Carolina,SC,Newberry County,2020,38445,34.264654,-81.57357
45073,South Carolina,SC,Oconee County,2020,80015,34.707517,-83.002049
45075,South Carolina,SC,Orangeburg County,2020,85343,33.471756,-80.7989
45077,South Carolina,SC,Pickens County,2020,127983,34.80529,-82.689654
45079,South Carolina,SC,Richland County,2020,419051,34.06798,-80.988846
45081,South Carolina,SC,Saluda County,2020,20315,33.998813,-81.702815
45083,South Carolina,SC,Spartanburg County,2020,326205,34.963887,-82.007758
45085,South Carolina,SC,Sumter County,2020,106360,33.929497,-80.389618
45087,South Carolina,SC,Union County,2020,26991,34.73313,-81.627688
45089,South Carolina,SC,Williamsburg County,2020,29825,33.651947,-79.733204
45091,South Carolina,SC,York County,2020,289105,34.998567,-81.051376
46003,South Dakota,SD,Aurora County,2020,2730,43.693726,-98.529741
46005,South Dakota,SD,Beadle County,2020,18513,44.367307,-98.227717
46007,South Dakota,SD,Bennett County,2020,3399,43.210574,-101.785966
46009,South Dakota,SD,Bon Homme County,2020,6848,42.966147,-97.859845
46011,South Dakota,SD,Brookings County,2020,35603,44.31091,-96.785888
46013,South Dakota,SD,Brown County,2020,38738,45.475357,-98.451657
46015,South Dakota,SD,Brule County,2020,5254,43.762678,-99.191507
46017,South Dakota,SD,Buffalo County,2020,1956,44.059089,-99.371034
46019,South Dakota,SD,Butte County,2020,10538,44.669689,-103.766196
46021,South Dakota,SD,Campbell County,2020,1380,45.801273,-100.100592
46023,South Dakota,SD,Charles Mix County,2020,9262,43.175339,-98.528364
46025,South Dakota,SD,Clark County,2020,3802,44.825613,-97.709264
46027,South Dakota,SD,Clay County,2020,14246,42.808956,-96.93681
46029,South Dakota,SD,Codington County,2020,28186,44.91407,-97.129869
46031,South Dakota,SD,Corson County,2020,4031,45.758083,-100.912537
46033,South Dakota,SD,Custer County,2020,9017,43.740761,-103.514801
46035,South Dakota,SD,Davison County,2020,19812,43.706383,-98.040433
46037,South Dakota,SD,Day County,2020,5345,45.369062,-97.519215
46039,South Dakota,SD,Deuel County,2020,4346,44.738674,-96.660985
46041,South Dakota,SD,Dewey County,2020,5789,45.116563,-101.10995
46043,South Dakota,SD,Douglas County,2020,2906,43.377637,-98.369802
46045,South Dakota,SD,Edmunds County,2020,3817,45.453417,-99.148735
46047,South Dakota,SD,Fall River County,2020,6708,43.387362,-103.513039
46049,South Dakota,SD,Faulk County,2020,2306,45.061037,-99.09935
46051,South Dakota,SD,Grant County,2020,7000,45.206943,-96.658718
46053,South Dakota,SD,Gregory County,2020,4219,43.183504,-99.279748
46055,South Dakota,SD,Haakon County,2020,1861,44.133306,-101.57255
46057,South Dakota,SD,Hamlin County,2020,6234,44.646161,-97.148243
46059,South Dakota,SD,Hand County,2020,3127,44.525472,-98.991598
46061,South Dakota,SD,Hanson County,2020,3489,43.656069,-97.771745
46063,South Dakota,SD,Harding County,2020,1311,45.605864,-103.520323
46065,South Dakota,SD,Hughes County,2020,17336,44.382831,-100.305296
46067,South Dakota,SD,Hutchinson County,2020,7282,43.336981,-97.745521
46069,South Dakota,SD,Hyde County,2020,1281,44.519685,-99.45529
46071,South Dakota,SD,Jackson County,2020,3321,43.649647,-101.664814
46073,South Dakota,SD,Jerauld County,2020,1985,44.09101,-98.537921
46075,South Dakota,SD,Jones County,2020,938,43.895339,-100.695161
46077,South Dakota,SD,Kingsbury County,2020,4987,44.377106,-97.40882
46079,South Dakota,SD,Lake County,2020,12488,44.001456,-97.095051
46081,South Dakota,SD,Lawrence County,2020,26221,44.453404,-103.805945
46083,South Dakota,SD,Lincoln County,2020,63019,43.441141,-96.744512
46085,South Dakota,SD,Lyman County,2020,3797,43.953668,-99.716937
46087,South Dakota,SD,McCook County,2020,5520,43.661487,-97.348316
46089,South Dakota,SD,McPherson County,2020,2363,45.766155,-99.24309
46091,South Dakota,SD,Marshall County,2020,4884,45.757886,-97.628877
46093,South Dakota,SD,Meade County,2020,28588,44.28137,-103.279881
46095,South Dakota,SD,Mellette County,2020,2089,43.549307,-100.808815
46097,South Dakota,SD,Miner County,2020,2202,44.01131,-97.55156
46099,South Dakota,SD,Minnehaha County,2020,196659,43.558261,-96.731504
46101,South Dakota,SD,Moody County,2020,6525,44.018445,-96.663352
46103,South Dakota,SD,Pennington County,2020,14070,44.064851,-103.210914
46105,South Dakota,SD,Perkins County,2020,115926,45.709607,-102.330448
46107,South Dakota,SD,Potter County,2020,2832,45.0704,-99.951871
46109,South Dakota,SD,Roberts County,2020,2163,45.611156,-96.959153
46111,South Dakota,SD,Sanborn County,2020,10331,44.005619,-98.14519
46113,South Dakota,SD,Shannon County,2020,2322,43.183372,-102.47964
46115,South Dakota,SD,Spink County,2020,6319,44.904737,-98.412896
46117,South Dakota,SD,Stanley County,2020,3121,44.37224,-100.448215
46119,South Dakota,SD,Sully County,2020,1391,44.70311,-100.135827
46121,South Dakota,SD,Todd County,2020,10313,43.249273,-100.78014
46123,South Dakota,SD,Tripp County,2020,5377,43.350246,-99.846985
46125,South Dakota,SD,Turner County,2020,8368,43.304409,-97.112861
46127,South Dakota,SD,Union County,2020,16192,42.681006,-96.592523
46129,South Dakota,SD,Walworth County,2020,5336,45.518483,-100.311932
46135,South Dakota,SD,Yankton County,2020,22742,42.901269,-97.396946
46137,South Dakota,SD,Ziebach County,2020,2656,44.92982,-101.53006
47001,Tennessee,TN,Anderson County,2020,77558,36.081239,-84.178714
47003,Tennessee,TN,Bedford County,2020,50179,35.512235,-86.465033
47005,Tennessee,TN,Benton County,2020,16131,36.070898,-88.090033
47007,Tennessee,TN,Bledsoe County,2020,15223,35.621511,-85.200287
47009,Tennessee,TN,Blount County,2020,134751,35.753197,-83.97344
47011,Tennessee,TN,Bradley County,2020,109071,35.167446,-84.859672
47013,Tennessee,TN,Campbell County,2020,39837,36.381486,-84.125937
47015,Tennessee,TN,Cannon County,2020,14847,35.799354,-86.06397
47017,Tennessee,TN,Carroll County,2020,27779,36.018878,-88.464209
47019,Tennessee,TN,Carter County,2020,56418,36.318999,-82.203393
47021,Tennessee,TN,Cheatham County,2020,41101,36.272283,-87.063502
47023,Tennessee,TN,Chester County,2020,17432,35.438266,-88.622491
47025,Tennessee,TN,Claiborne County,2020,32023,36.4887,-83.639854
47027,Tennessee,TN,Clay County,2020,7629,36.552828,-85.56291
47029,Tennessee,TN,Cocke County,2020,36225,35.947281,-83.174045
47031,Tennessee,TN,Coffee County,2020,57632,35.454239,-86.124536
47033,Tennessee,TN,Crockett County,2020,14180,35.787543,-89.120055
47035,Tennessee,TN,Cumberland County,2020,61603,35.955637,-85.017779
47037,Tennessee,TN,Davidson County,2020,694176,36.137775,-86.744752
47039,Tennessee,TN,Decatur County,2020,11601,35.606176,-88.123311
47041,Tennessee,TN,DeKalb County,2020,20837,35.967051,-85.836954
47043,Tennessee,TN,Dickson County,2020,54376,36.104239,-87.343943
47045,Tennessee,TN,Dyer County,2020,36693,36.059418,-89.358347
47047,Tennessee,TN,Fayette County,2020,41620,35.201109,-89.479743
47049,Tennessee,TN,Fentress County,2020,18787,36.363232,-84.936626
47051,Tennessee,TN,Franklin County,2020,42485,35.208173,-86.116161
47053,Tennessee,TN,Gibson County,2020,49159,35.932264,-88.871033
47055,Tennessee,TN,Giles County,2020,29530,35.192203,-87.030475
47057,Tennessee,TN,Grainger County,2020,23565,36.266189,-83.486542
47059,Tennessee,TN,Greene County,2020,69571,36.177481,-82.832573
47061,Tennessee,TN,Grundy County,2020,13485,35.343198,-85.722218
47063,Tennessee,TN,Hamblen County,2020,65110,36.215549,-83.297485
47065,Tennessee,TN,Hamilton County,2020,371662,35.093765,-85.201785
47067,Tennessee,TN,Hancock County,2020,6493,36.517225,-83.231082
47069,Tennessee,TN,Hardeman County,2020,24836,35.222929,-89.018558
47071,Tennessee,TN,Hardin County,2020,25583,35.198544,-88.225951
47073,Tennessee,TN,Hawkins County,2020,56775,36.463,-82.873846
47075,Tennessee,TN,Haywood County,2020,17002,35.586199,-89.26773
47077,Tennessee,TN,Henderson County,2020,28076,35.647966,-88.402922
47079,Tennessee,TN,Henry County,2020,32056,36.31983,-88.291343
47081,Tennessee,TN,Hickman County,2020,25387,35.85471,-87.405438
47083,Tennessee,TN,Houston County,2020,8292,36.304161,-87.70428
47085,Tennessee,TN,Humphreys County,2020,18590,36.071211,-87.775046
47087,Tennessee,TN,Jackson County,2020,11864,36.327984,-85.629416
47089,Tennessee,TN,Jefferson County,2020,55307,36.064822,-83.453076
47091,Tennessee,TN,Johnson County,2020,17849,36.450066,-81.844662
47093,Tennessee,TN,Knox County,2020,475609,35.971886,-83.991565
47095,Tennessee,TN,Lake County,2020,6988,36.356402,-89.467211
47097,Tennessee,TN,Lauderdale County,2020,25451,35.765125,-89.537326
47099,Tennessee,TN,Lawrence County,2020,44432,35.237607,-87.353567
47101,Tennessee,TN,Lewis County,2020,12363,35.533222,-87.521723
47103,Tennessee,TN,Lincoln County,2020,34540,35.1052,-86.571752
47105,Tennessee,TN,Loudon County,2020,54910,35.760641,-84.284272
47107,Tennessee,TN,McMinn County,2020,54208,35.426045,-84.598721
47109,Tennessee,TN,McNairy County,2020,25696,35.176961,-88.537492
47111,Tennessee,TN,Macon County,2020,24827,36.535265,-86.025638
47113,Tennessee,TN,Madison County,2020,98360,35.6535,-88.824494
47115,Tennessee,TN,Marion County,2020,28924,35.109499,-85.608753
47117,Tennessee,TN,Marshall County,2020,35016,35.496732,-86.770795
47119,Tennessee,TN,Maury County,2020,99590,35.635595,-87.029152
47121,Tennessee,TN,Meigs County,2020,12532,35.502098,-84.816097
47123,Tennessee,TN,Monroe County,2020,47177,35.518373,-84.354263
47125,Tennessee,TN,Montgomery County,2020,214251,36.557127,-87.345986
47127,Tennessee,TN,Moore County,2020,6438,35.296439,-86.34044
47129,Tennessee,TN,Morgan County,2020,21431,36.098363,-84.593262
47131,Tennessee,TN,Obion County,2020,30131,36.397162,-89.079851
47133,Tennessee,TN,Overton County,2020,22566,36.344913,-85.324952
47135,Tennessee,TN,Perry County,2020,8099,35.653842,-87.859285
47137,Tennessee,TN,Pickett County,2020,5061,36.565622,-85.141316
47139,Tennessee,TN,Polk County,2020,16835,35.125196,-84.568443
47141,Tennessee,TN,Putnam County,2020,80929,36.163158,-85.503795
47143,Tennessee,TN,Rhea County,2020,33443,35.55676,-84.954302
47145,Tennessee,TN,Roane County,2020,53841,35.881152,-84.52211
47147,Tennessee,TN,Robertson County,2020,72275,36.484561,-86.830272
47149,Tennessee,TN,Rutherford County,2020,339261,35.888268,-86.450308
47151,Tennessee,TN,Scott County,2020,22090,36.454469,-84.508255
47153,Tennessee,TN,Sequatchie County,2020,15176,35.355416,-85.391427
47155,Tennessee,TN,Sevier County,2020,99244,35.864248,-83.582515
47157,Tennessee,TN,Shelby County,2020,936017,35.13103,-89.886348
47159,Tennessee,TN,Smith County,2020,20285,36.241313,-85.968172
47161,Tennessee,TN,Stewart County,2020,13859,36.493716,-87.800111
47163,Tennessee,TN,Sullivan County,2020,158755,36.529914,-82.397112
47165,Tennessee,TN,Sumner County,2020,195561,36.396226,-86.535984
47167,Tennessee,TN,Tipton County,2020,61918,35.475871,-89.750267
47169,Tennessee,TN,Trousdale County,2020,11455,36.386236,-86.153354
47171,Tennessee,TN,Unicoi County,2020,17755,36.151275,-82.394666
47173,Tennessee,TN,Union County,2020,20187,36.245312,-83.815943
47175,Tennessee,TN,Van Buren County,2020,5947,35.711516,-85.454614
47177,Tennessee,TN,Warren County,2020,41605,35.695189,-85.79478
47179,Tennessee,TN,Washington County,2020,130367,36.325615,-82.433803
47181,Tennessee,TN,Wayne County,2020,16524,35.258133,-87.790392
47183,Tennessee,TN,Weakley County,2020,33334,36.292494,-88.773853
47185,Tennessee,TN,White County,2020,27707,35.941574,-85.488903
47187,Tennessee,TN,Williamson County,2020,245348,35.912256,-86.84622
47189,Tennessee,TN,Wilson County,2020,148130,36.200347,-86.409516
48001,Texas,TX,Anderson County,2020,57805,31.775311,-95.683945
48003,Texas,TX,Andrews County,2020,18879,32.321401,-102.539609
48005,Texas,TX,Angelina County,2020,86796,31.313531,-94.716165
48007,Texas,TX,Aransas County,2020,23814,28.030684,-97.072498
48009,Texas,TX,Archer County,2020,8730,33.712832,-98.607294
48011,Texas,TX,Armstrong County,2020,1869,35.092237,-101.392127
48013,Texas,TX,Atascosa County,2020,51724,29.041624,-98.578488
48015,Texas,TX,Austin County,2020,29972,29.850963,-96.219961
48017,Texas,TX,Bailey County,2020,6697,34.218738,-102.7441
48019,Texas,TX,Bandera County,2020,23861,29.703145,-99.0316
48021,Texas,TX,Bastrop County,2020,91601,30.142613,-97.366664
48023,Texas,TX,Baylor County,2020,3518,33.591166,-99.264553
48025,Texas,TX,Bee County,2020,32513,28.395559,-97.733813
48027,Texas,TX,Bell County,2020,369927,31.081483,-97.591695
48029,Texas,TX,Bexar County,2020,2026823,29.484701,-98.53292
48031,Texas,TX,Blanco County,2020,12269,30.177112,-98.392071
48033,Texas,TX,Borden County,2020,706,32.757665,-101.436532
48035,Texas,TX,Bosque County,2020,18603,31.862123,-97.570969
48037,Texas,TX,Bowie County,2020,93481,33.436611,-94.200832
48039,Texas,TX,Brazoria County,2020,380518,29.355313,-95.384906
48041,Texas,TX,Brazos County,2020,232555,30.624157,-96.328771
48043,Texas,TX,Brewster County,2020,9237,30.222445,-103.620311
48045,Texas,TX,Briscoe County,2020,1487,34.443466,-101.234371
48047,Texas,TX,Brooks County,2020,6964,27.208739,-98.144861
48049,Texas,TX,Brown County,2020,37633,31.73162,-98.989269
48051,Texas,TX,Burleson County,2020,18514,30.475607,-96.644607
48053,Texas,TX,Burnet County,2020,49653,30.67215,-98.241653
48055,Texas,TX,Caldwell County,2020,43979,29.865322,-97.674598
48057,Texas,TX,Calhoun County,2020,21001,28.589306,-96.6259
48059,Texas,TX,Callahan County,2020,14110,32.351777,-99.452962
48061,Texas,TX,Cameron County,2020,424180,26.047418,-97.56129
48063,Texas,TX,Camp County,2020,13060,32.990176,-94.985024
48065,Texas,TX,Carson County,2020,5854,35.38212,-101.328303
48067,Texas,TX,Cass County,2020,29879,33.080612,-94.297199
48069,Texas,TX,Castro County,2020,7396,34.525084,-102.272267
48071,Texas,TX,Chambers County,2020,45590,29.805544,-94.768688
48073,Texas,TX,Cherokee County,2020,52875,31.913487,-95.21631
48075,Texas,TX,Childress County,2020,7143,34.428092,-100.223959
48077,Texas,TX,Clay County,2020,10550,33.82537,-98.244859
48079,Texas,TX,Cochran County,2020,2897,33.689389,-102.741057
48081,Texas,TX,Coke County,2020,3323,31.904117,-100.41663
48083,Texas,TX,Coleman County,2020,8100,31.808129,-99.425046
48085,Texas,TX,Collin County,2020,1072069,33.112901,-96.690625
48087,Texas,TX,Collingsworth County,2020,2877,34.861822,-100.221776
48089,Texas,TX,Colorado County,2020,21610,29.664807,-96.538982
48091,Texas,TX,Comal County,2020,164812,29.764463,-98.221675
48093,Texas,TX,Comanche County,2020,13750,31.972233,-98.559041
48095,Texas,TX,Concho County,2020,2827,31.291192,-99.8571
48097,Texas,TX,Cooke County,2020,41393,33.607384,-97.133794
48099,Texas,TX,Coryell County,2020,76737,31.236374,-97.832415
48101,Texas,TX,Cottle County,2020,1363,34.027791,-100.304271
48103,Texas,TX,Crane County,2020,4765,31.402265,-102.352697
48105,Texas,TX,Crockett County,2020,3513,30.704746,-101.216628
48107,Texas,TX,Crosby County,2020,5567,33.660414,-101.357602
48109,Texas,TX,Culberson County,2020,2149,31.064216,-104.819451
48111,Texas,TX,Dallam County,2020,7273,36.104994,-102.568838
48113,Texas,TX,Dallas County,2020,2635888,32.80982,-96.787622
48115,Texas,TX,Dawson County,2020,12974,32.734656,-101.949319
48117,Texas,TX,Deaf Smith County,2020,18277,34.835622,-102.402799
48119,Texas,TX,Delta County,2020,5349,33.374803,-95.704577
48121,Texas,TX,Denton County,2020,919324,33.116401,-97.014661
48123,Texas,TX,DeWitt County,2020,20174,29.099568,-97.311425
48125,Texas,TX,Dickens County,2020,2140,33.546699,-100.855926
48127,Texas,TX,Dimmit County,2020,9925,28.520712,-99.827032
48129,Texas,TX,Donley County,2020,3308,34.943923,-100.862332
48131,Texas,TX,Duval County,2020,11058,27.742528,-98.391106
48133,Texas,TX,Eastland County,2020,18388,32.357307,-98.845363
48135,Texas,TX,Ector County,2020,167701,31.86666,-102.389558
48137,Texas,TX,Edwards County,2020,1923,29.985934,-100.202819
48139,Texas,TX,Ellis County,2020,191760,32.429039,-96.828001
48141,Texas,TX,El Paso County,2020,841286,31.783028,-106.365623
48143,Texas,TX,Erath County,2020,43224,32.212065,-98.225154
48145,Texas,TX,Falls County,2020,17275,31.260935,-96.95103
48147,Texas,TX,Fannin County,2020,35913,33.556919,-96.181254
48149,Texas,TX,Fayette County,2020,25547,29.856139,-96.901097
48151,Texas,TX,Fisher County,2020,3784,32.77089,-100.414002
48153,Texas,TX,Floyd County,2020,5672,34.039808,-101.374463
48155,Texas,TX,Foard County,2020,1135,33.991611,-99.705223
48157,Texas,TX,Fort Bend County,2020,839706,29.620201,-95.681347
48159,Texas,TX,Franklin County,2020,10821,33.122068,-95.223914
48161,Texas,TX,Freestone County,2020,19874,31.70007,-96.209311
48163,Texas,TX,Frio County,2020,20379,28.839491,-99.108425
48165,Texas,TX,Gaines County,2020,21996,32.752048,-102.658818
48167,Texas,TX,Galveston County,2020,345089,29.428138,-95.019395
48169,Texas,TX,Garza County,2020,6222,33.197542,-101.380584
48171,Texas,TX,Gillespie County,2020,26960,30.27365,-98.908075
48173,Texas,TX,Glasscock County,2020,1439,31.8426,-101.52523
48175,Texas,TX,Goliad County,2020,7626,28.710579,-97.362249
48177,Texas,TX,Gonzales County,2020,20948,29.477181,-97.504172
48179,Texas,TX,Gray County,2020,21658,35.530419,-100.939944
48181,Texas,TX,Grayson County,2020,138318,33.644863,-96.626605
48183,Texas,TX,Gregg County,2020,124229,32.49989,-94.790838
48185,Texas,TX,Grimes County,2020,29614,30.439311,-96.007302
48187,Texas,TX,Guadalupe County,2020,170608,29.60199,-98.107368
48189,Texas,TX,Hale County,2020,32754,34.143518,-101.742383
48191,Texas,TX,Hall County,2020,2939,34.664744,-100.592496
48193,Texas,TX,Hamilton County,2020,8557,31.763002,-98.095633
48195,Texas,TX,Hansford County,2020,5279,36.213673,-101.271279
48197,Texas,TX,Hardeman County,2020,4011,34.285183,-99.70146
48199,Texas,TX,Hardin County,2020,58305,30.299385,-94.257159
48201,Texas,TX,Harris County,2020,4738253,29.816882,-95.425771
48203,Texas,TX,Harrison County,2020,66386,32.534326,-94.427286
48205,Texas,TX,Hartley County,2020,5443,35.994596,-102.502357
48207,Texas,TX,Haskell County,2020,5754,33.177506,-99.764748
48209,Texas,TX,Hays County,2020,241365,30.009388,-97.925433
48211,Texas,TX,Hemphill County,2020,3777,35.89304,-100.360761
48213,Texas,TX,Henderson County,2020,83792,32.241331,-95.889422
48215,Texas,TX,Hidalgo County,2020,875200,26.235913,-98.184528
48217,Texas,TX,Hill County,2020,37006,31.998203,-97.177196
48219,Texas,TX,Hockley County,2020,22921,33.583539,-102.333245
48221,Texas,TX,Hood County,2020,63527,32.43429,-97.762217
48223,Texas,TX,Hopkins County,2020,37170,33.124495,-95.589268
48225,Texas,TX,Houston County,2020,22835,31.297879,-95.466263
48227,Texas,TX,Howard County,2020,36540,32.241393,-101.463069
48229,Texas,TX,Hudspeth County,2020,4906,31.368287,-105.545989
48231,Texas,TX,Hunt County,2020,99807,33.082061,-96.104444
48233,Texas,TX,Hutchinson County,2020,20677,35.679199,-101.447101
48235,Texas,TX,Irion County,2020,1564,31.270407,-100.834657
48237,Texas,TX,Jack County,2020,9056,33.200242,-98.168811
48239,Texas,TX,Jackson County,2020,14854,28.959201,-96.594406
48241,Texas,TX,Jasper County,2020,35375,30.73157,-93.993319
48243,Texas,TX,Jeff Davis County,2020,2220,30.608875,-103.996953
48245,Texas,TX,Jefferson County,2020,250127,30.011463,-94.067706
48247,Texas,TX,Jim Hogg County,2020,5184,27.303141,-98.685238
48249,Texas,TX,Jim Wells County,2020,40452,27.755633,-98.062749
48251,Texas,TX,Johnson County,2020,179575,32.441311,-97.322773
48253,Texas,TX,Jones County,2020,19875,32.706553,-99.805194
48255,Texas,TX,Karnes County,2020,15562,28.858167,-97.870466
48257,Texas,TX,Kaufman County,2020,143198,32.671258,-96.358159
48259,Texas,TX,Kendall County,2020,48523,29.831402,-98.717586
48261,Texas,TX,Kenedy County,2020,379,27.104136,-97.788915
48263,Texas,TX,Kent County,2020,786,33.250471,-100.625108
48265,Texas,TX,Kerr County,2020,52869,30.040247,-99.159389
48267,Texas,TX,Kimble County,2020,4396,30.48626,-99.72778
48269,Texas,TX,King County,2020,283,33.644367,-100.295781
48271,Texas,TX,Kinney County,2020,3670,29.303421,-100.418211
48273,Texas,TX,Kleberg County,2020,30338,27.491434,-97.856978
48275,Texas,TX,Knox County,2020,3683,33.459837,-99.703984
48277,Texas,TX,Lamar County,2020,49905,33.675498,-95.534049
48279,Texas,TX,Lamb County,2020,12710,34.028313,-102.324642
48281,Texas,TX,Lampasas County,2020,21789,31.095229,-98.11323
48283,Texas,TX,La Salle County,2020,7500,28.353428,-99.246265
48285,Texas,TX,Lavaca County,2020,20216,29.407089,-97.043792
48287,Texas,TX,Lee County,2020,17397,30.274828,-96.971482
48289,Texas,TX,Leon County,2020,17493,31.291285,-96.048234
48291,Texas,TX,Liberty County,2020,91547,30.159267,-94.925632
48293,Texas,TX,Limestone County,2020,23340,31.59043,-96.519113
48295,Texas,TX,Lipscomb County,2020,3111,36.386641,-100.363265
48297,Texas,TX,Live Oak County,2020,12324,28.336605,-98.10826
48299,Texas,TX,Llano County,2020,21958,30.680229,-98.508731
48301,Texas,TX,Loving County,2020,181,31.777897,-103.608997
48303,Texas,TX,Lubbock County,2020,314772,33.55256,-101.894332
48305,Texas,TX,Lynn County,2020,6025,33.199123,-101.817193
48307,Texas,TX,McCulloch County,2020,7823,31.148037,-99.338841
48309,Texas,TX,McLennan County,2020,259730,31.539979,-97.174745
48311,Texas,TX,McMullen County,2020,721,28.438706,-98.523033
48313,Texas,TX,Madison County,2020,14427,30.955833,-95.899656
48315,Texas,TX,Marion County,2020,9960,32.789481,-94.423181
48317,Texas,TX,Martin County,2020,5816,32.173604,-101.827506
48319,Texas,TX,Mason County,2020,4344,30.754424,-99.220248
48321,Texas,TX,Matagorda County,2020,36725,28.918151,-95.998821
48323,Texas,TX,Maverick County,2020,58378,28.706459,-100.478233
48325,Texas,TX,Medina County,2020,52358,29.313896,-98.953325
48327,Texas,TX,Menard County,2020,2124,30.901088,-99.77672
48329,Texas,TX,Midland County,2020,177863,32.003162,-102.10655
48331,Texas,TX,Milam County,2020,24708,30.74427,-97.008581
48333,Texas,TX,Mills County,2020,4840,31.483977,-98.578392
48335,Texas,TX,Mitchell County,2020,8202,32.392285,-100.864006
48337,Texas,TX,Montague County,2020,19962,33.632793,-97.760651
48339,Texas,TX,Montgomery County,2020,626351,30.228861,-95.46216
48341,Texas,TX,Moore County,2020,20654,35.902871,-101.956497
48343,Texas,TX,Morris County,2020,12393,33.073155,-94.722876
48345,Texas,TX,Motley County,2020,1185,34.013578,-100.842949
48347,Texas,TX,Nacogdoches County,2020,64753,31.625667,-94.64461
48349,Texas,TX,Navarro County,2020,50694,32.081345,-96.48597
48351,Texas,TX,Newton County,2020,13414,30.685762,-93.754726
48353,Texas,TX,Nolan County,2020,14835,32.451085,-100.411743
48355,Texas,TX,Nueces County,2020,363148,27.728582,-97.428351
48357,Texas,TX,Ochiltree County,2020,9598,36.381051,-100.810068
48359,Texas,TX,Oldham County,2020,2135,35.291939,-102.407522
48361,Texas,TX,Orange County,2020,82878,30.120221,-93.865843
48363,Texas,TX,Palo Pinto County,2020,29320,32.779308,-98.163939
48365,Texas,TX,Panola County,2020,23187,32.163354,-94.335098
48367,Texas,TX,Parker County,2020,148198,32.789461,-97.727329
48369,Texas,TX,Parmer County,2020,9522,34.540662,-102.815576
48371,Texas,TX,Pecos County,2020,15718,30.897066,-102.799265
48373,Texas,TX,Polk County,2020,52995,30.736493,-94.936829
48375,Texas,TX,Potter County,2020,116004,35.221534,-101.839821
48377,Texas,TX,Presidio County,2020,6508,29.838523,-104.248834
48379,Texas,TX,Rains County,2020,12552,32.88581,-95.795009
48381,Texas,TX,Randall County,2020,139899,35.119815,-101.8914
48383,Texas,TX,Reagan County,2020,3833,31.214336,-101.466357
48385,Texas,TX,Real County,2020,3411,29.723669,-99.823669
48387,Texas,TX,Red River County,2020,11995,33.591924,-95.078333
48389,Texas,TX,Reeves County,2020,15949,31.387129,-103.526279
48391,Texas,TX,Refugio County,2020,6877,28.290523,-97.247531
48393,Texas,TX,Roberts County,2020,813,35.716272,-100.695585
48395,Texas,TX,Robertson County,2020,17155,30.96604,-96.543235
48397,Texas,TX,Rockwall County,2020,109888,32.916849,-96.427952
48399,Texas,TX,Runnels County,2020,10401,31.799174,-99.993519
48401,Texas,TX,Rusk County,2020,54324,32.194387,-94.798494
48403,Texas,TX,Sabine County,2020,10507,31.33902,-93.849401
48405,Texas,TX,San Augustine County,2020,8248,31.441092,-94.152829
48407,Texas,TX,San Jacinto County,2020,29301,30.549034,-95.134724
48409,Texas,TX,San Patricio County,2020,67069,27.942683,-97.391148
48411,Texas,TX,San Saba County,2020,6039,31.188156,-98.760394
48413,Texas,TX,Schleicher County,2020,2761,30.869698,-100.592812
48415,Texas,TX,Scurry County,2020,16662,32.704114,-100.909114
48417,Texas,TX,Shackelford County,2020,3300,32.690987,-99.306232
48419,Texas,TX,Shelby County,2020,24915,31.82351,-94.181536
48421,Texas,TX,Sherman County,2020,3027,36.332744,-102.008249
48423,Texas,TX,Smith County,2020,235806,32.326147,-95.301012
48425,Texas,TX,Somervell County,2020,9139,32.234939,-97.752209
48427,Texas,TX,Starr County,2020,64266,26.387785,-98.843449
48429,Texas,TX,Stephens County,2020,9334,32.75621,-98.902183
48431,Texas,TX,Sterling County,2020,1315,31.834761,-100.993284
48433,Texas,TX,Stonewall County,2020,1348,33.144537,-100.232476
48435,Texas,TX,Sutton County,2020,3738,30.563302,-100.627675
48437,Texas,TX,Swisher County,2020,7340,34.532201,-101.771607
48439,Texas,TX,Tarrant County,2020,2123347,32.764455,-97.247672
48441,Texas,TX,Taylor County,2020,139200,32.417776,-99.767122
48443,Texas,TX,Terrell County,2020,702,30.160109,-102.352119
