scenario,region,subRegion,param,xLabel,x,vintage,units,value
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2080,Vint_2080,Final Electricity by Sector (TWh),658.0909577792505
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2085,Vint_2085,Final Electricity by Sector (TWh),689.2293830894744
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2090,Vint_2090,Final Electricity by Sector (TWh),726.4494961111046
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2095,Vint_2095,Final Electricity by Sector (TWh),758.5589766392922
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2100,Vint_2100,Final Electricity by Sector (TWh),789.0727513710896
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,1975,Vint_1975,Final Electricity by Sector (TWh),5.003996916666707
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,1990,Vint_1990,Final Electricity by Sector (TWh),34.347937971666944
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2005,Vint_2005,Final Electricity by Sector (TWh),53.84326104086154
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2010,Vint_2010,Final Electricity by Sector (TWh),58.170379740278236
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2015,Vint_2015,Final Electricity by Sector (TWh),58.69696562861158
"rcp85hotter_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2020,Vint_2020,Final Electricity by Sector (TWh),64.25539582402467
