scenario,region,subRegion,param,xLabel,x,vintage,units,value
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2060,Vint_2060,Final Electricity by Sector (TWh),524.866022330668
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2065,Vint_2065,Final Electricity by Sector (TWh),562.0160558995359
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2070,Vint_2070,Final Electricity by Sector (TWh),590.6596194913138
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2075,Vint_2075,Final Electricity by Sector (TWh),615.9618152966021
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2080,Vint_2080,Final Electricity by Sector (TWh),646.352646885104
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2085,Vint_2085,Final Electricity by Sector (TWh),672.6440733332627
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2090,Vint_2090,Final Electricity by Sector (TWh),707.6674755872382
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2095,Vint_2095,Final Electricity by Sector (TWh),735.3540332323992
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CA,elecFinalBySecTWh,Year,2100,Vint_2100,Final Electricity by Sector (TWh),758.4833878896219
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,1975,Vint_1975,Final Electricity by Sector (TWh),5.003996916666707
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,1990,Vint_1990,Final Electricity by Sector (TWh),34.347937971666944
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2005,Vint_2005,Final Electricity by Sector (TWh),53.84326104086154
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2010,Vint_2010,Final Electricity by Sector (TWh),58.170379740278236
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2015,Vint_2015,Final Electricity by Sector (TWh),58.69696562861158
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2020,Vint_2020,Final Electricity by Sector (TWh),64.09579558149385
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2025,Vint_2025,Final Electricity by Sector (TWh),70.72410694822557
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2030,Vint_2030,Final Electricity by Sector (TWh),77.98944946981729
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2035,Vint_2035,Final Electricity by Sector (TWh),85.85759791566458
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2040,Vint_2040,Final Electricity by Sector (TWh),95.57123405779826
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2045,Vint_2045,Final Electricity by Sector (TWh),105.02301327862529
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2050,Vint_2050,Final Electricity by Sector (TWh),114.26039904873701
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2055,Vint_2055,Final Electricity by Sector (TWh),124.45923134358905
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2060,Vint_2060,Final Electricity by Sector (TWh),136.39545423221415
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2065,Vint_2065,Final Electricity by Sector (TWh),146.61621784130116
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2070,Vint_2070,Final Electricity by Sector (TWh),155.97911531531707
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2075,Vint_2075,Final Electricity by Sector (TWh),165.60947917890715
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2080,Vint_2080,Final Electricity by Sector (TWh),175.94899261342917
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2085,Vint_2085,Final Electricity by Sector (TWh),185.34181477923036
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2090,Vint_2090,Final Electricity by Sector (TWh),194.34441014516128
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2095,Vint_2095,Final Electricity by Sector (TWh),203.4446043801905
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CO,elecFinalBySecTWh,Year,2100,Vint_2100,Final Electricity by Sector (TWh),209.53545719547668
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,1975,Vint_1975,Final Electricity by Sector (TWh),5.544785805555599
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,1990,Vint_1990,Final Electricity by Sector (TWh),30.161476263333576
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2005,Vint_2005,Final Electricity by Sector (TWh),36.9148393036114
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2010,Vint_2010,Final Electricity by Sector (TWh),33.60747453916693
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2015,Vint_2015,Final Electricity by Sector (TWh),32.390085778889144
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2020,Vint_2020,Final Electricity by Sector (TWh),31.885331236591085
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2025,Vint_2025,Final Electricity by Sector (TWh),31.303399107576915
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2030,Vint_2030,Final Electricity by Sector (TWh),32.376518450730536
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2035,Vint_2035,Final Electricity by Sector (TWh),33.488226995781936
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2040,Vint_2040,Final Electricity by Sector (TWh),34.878931721202775
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2045,Vint_2045,Final Electricity by Sector (TWh),37.24833855293113
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2050,Vint_2050,Final Electricity by Sector (TWh),39.01423240428309
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2055,Vint_2055,Final Electricity by Sector (TWh),41.40366465189061
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2060,Vint_2060,Final Electricity by Sector (TWh),44.15362568421868
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2065,Vint_2065,Final Electricity by Sector (TWh),46.73987127258315
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2070,Vint_2070,Final Electricity by Sector (TWh),49.527757541757616
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2075,Vint_2075,Final Electricity by Sector (TWh),52.41521596407486
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2080,Vint_2080,Final Electricity by Sector (TWh),54.48764331765238
"rcp85cooler_ssp5,date=2024-3-6T20:01:59+17:00",USA,CT,elecFinalBySecTWh,Year,2085,Vint_2085,Final Electricity by Sector (TWh),57.62177678629851
